iteration,sample,total,ChannelByMultiYearSeasonCohortInsetAnalyzer,MonthVal1,MonthVal2,MonthVal3,MonthVal4,MonthVal5,MonthVal6,MonthVal7,MonthVal8,MonthVal9,MonthVal10,MonthVal11,MonthVal12,MaxHab,simid,outputs
0,7,-134.22421230502815,-134.22421230502815,0.0141307329654601,0.0131048216680136,0.0066215953976449,0.021169732467371,0.0149715157293074,0.0115808035439571,0.0062529160491383,0.0167007706685303,0.0136583407603298,1e-05,1e-05,1e-05,10.600217130906124,"('c4b178ce-cb4d-ee11-aa0a-b88303911bc1', 'ccb178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/ba2/422/dec/ba2422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/db2/422/dec/db2422de-cb4d-ee11-aa0a-b88303911bc1"
1,3,-139.15893808991987,-139.15893808991987,0.010224659788231137,1e-05,0.019533380209797165,0.00812157104869989,0.006869597936546029,0.011701986566463776,0.01112455280070251,0.003861956804199055,0.005733589357319627,1e-05,0.011933051491508882,0.013762134404145553,9.191781896178618,"('096e4c4e-cc4d-ee11-aa0a-b88303911bc1', '116e4c4e-cc4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/176/e4c/4ec/176e4c4e-cc4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/3a6/e4c/4ec/3a6e4c4e-cc4d-ee11-aa0a-b88303911bc1"
1,0,-139.61498097689721,-139.61498097689721,0.007237572888799553,0.007969084213435784,0.007595261121532863,0.008191268455673372,0.007772300574269556,0.007284087447383705,0.007606966044464214,0.008414510579107807,0.007527129993811589,0.007023691801256814,0.007309371564532356,0.006809116731706241,10.05536767625828,"('046e4c4e-cc4d-ee11-aa0a-b88303911bc1', '0e6e4c4e-cc4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/1a6/e4c/4ec/1a6e4c4e-cc4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/2b6/e4c/4ec/2b6e4c4e-cc4d-ee11-aa0a-b88303911bc1"
0,2,-140.5949497032943,-140.5949497032943,0.0213156678481855,0.0095574491041757,1e-05,0.0087190033955999,1e-05,0.0090595262031457,1e-05,0.0167071317884784,0.0142226029643953,0.0214723527167648,0.0027220269437227,0.0023733745547902,10.333782844773452,"('bfb178ce-cb4d-ee11-aa0a-b88303911bc1', 'c7b178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/aa2/422/dec/aa2422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/c92/422/dec/c92422de-cb4d-ee11-aa0a-b88303911bc1"
1,1,-141.1080508777211,-141.1080508777211,1e-05,1e-05,0.01759780525934749,0.028092110879705638,0.017799090562109644,0.01998929629837301,0.0033358501765351368,1e-05,0.02100346807472987,1e-05,0.021229751824251127,1e-05,10.05560860263603,"('066e4c4e-cc4d-ee11-aa0a-b88303911bc1', '0f6e4c4e-cc4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/186/e4c/4ec/186e4c4e-cc4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221649/326/e4c/4ec/326e4c4e-cc4d-ee11-aa0a-b88303911bc1"
0,1,-141.51931733339833,-141.51931733339833,0.0118430338215073,0.0054998691311723,0.0085634762939246,0.0055323161896386,0.0204618489081283,0.0115995825396875,0.0215034048543174,0.0135408092607344,0.0115231128637285,1e-05,0.0181144200968653,0.002829347364575,9.754635484811688,"('beb178ce-cb4d-ee11-aa0a-b88303911bc1', 'c6b178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/a82/422/dec/a82422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/c22/422/dec/c22422de-cb4d-ee11-aa0a-b88303911bc1"
0,3,-141.54964207425726,-141.54964207425726,0.0036636394373384,0.0226836731401215,0.004699582731602,1e-05,0.0138709256924303,0.0059488463018641,0.0256710475495971,0.0020129754139758,1e-05,0.0033266117834313,0.0144308040271147,1e-05,9.89061611696379,"('c0b178ce-cb4d-ee11-aa0a-b88303911bc1', 'c8b178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/ab2/422/dec/ab2422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/cb2/422/dec/cb2422de-cb4d-ee11-aa0a-b88303911bc1"
0,4,-141.86136954546944,-141.86136954546944,1e-05,1e-05,0.014196882133363,0.0106532482670968,0.0132860934234395,0.0065134168579594,0.0057914782340569,0.0216774234501422,0.0089659665246702,0.0123700362567426,0.0140633975290457,0.0133946850367074,9.791450278825376,"('c1b178ce-cb4d-ee11-aa0a-b88303911bc1', 'c9b178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/a72/422/dec/a72422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/d12/422/dec/d12422de-cb4d-ee11-aa0a-b88303911bc1"
0,5,-142.07410217245865,-142.07410217245865,0.0061077856873588,1e-05,0.0105706818840716,0.0061899473088432,1e-05,1e-05,0.0042584991087596,0.0231086696773277,0.0081463958032174,0.0130185075886474,0.017084576057009,0.0012054246577118,9.69487321700128,"('c2b178ce-cb4d-ee11-aa0a-b88303911bc1', 'cab178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/b42/422/dec/b42422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/d32/422/dec/d32422de-cb4d-ee11-aa0a-b88303911bc1"
0,0,-142.30265034106318,-142.30265034106318,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,0.0075,10.0,"('bdb178ce-cb4d-ee11-aa0a-b88303911bc1', 'c5b178ce-cb4d-ee11-aa0a-b88303911bc1')","/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/a92/422/dec/a92422de-cb4d-ee11-aa0a-b88303911bc1,/mnt/idm2/home/mambrose/output/seasonality_calibration_noMassITN_A_20230907_221321/c12/422/dec/c12422de-cb4d-ee11-aa0a-b88303911bc1"
